,CD4+ T cells,CD8+ T cells,Macrophages,B cells,Endothelial,Epithelial,Fibroblasts,assigned_type,confidence,doublet_flag
jfdbnllc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1877887576107449,True
jfdddbkb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2275113897653815,False
jfddhhoa-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfddmbil-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3422059558810445,True
jfdeijpn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4235599412783462,True
jfdfdenc-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.1989927727324158,False
jfdhmpjk-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2533574946904116,False
jfdhpnpm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfdipgoa-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.217198154807364,False
jfdjhdgp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.5437445686830141,True
jfdkgdhg-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.22121468997654,False
jfdmekmn-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.3024329839029654,False
jfdnkaim-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfeafijk-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfechfnc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1130545074286539,True
jfeddjlg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2013362232622508,False
jfefffab-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfeghgph-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.5032268445591876,False
jfeglijm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3486576090575828,False
jfehmcbc-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2847662200636653,False
jfehnilo-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2586387340378068,False
jfemcmim-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfemgepb-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfencmfk-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.21372884302863,True
jfenkmmk-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.3447043439596323,False
jfenpdaj-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2787573203902737,False
jfepefpo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfepohjg-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.1996394474627341,False
jffbphjn-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2305726051433727,False
jffdbkld-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.249806954623655,False
jffedoii-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jffeemmf-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.4862150173919915,False
jfffdmng-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jffhpojf-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7565572249382457,False
jffjkdea-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jffkfdkp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2566261347190244,True
jfflaich-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2294271236861162,False
jfgaghag-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.659026619635662,False
jfgakllc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgapncn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3784352827698649,True
jfgbaoka-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4224694048098438,False
jfgbomcb-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.6858728682776463,False
jfgcefgp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgcfcmd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2875103415392201,False
jfgdmgcj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgeannm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2442471463991759,False
jfgeoiag-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3534972939680787,False
jfggbhjc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgicdii-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgieoep-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1625045881088305,False
jfgjggll-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1812346845943589,False
jfgjidem-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.4862150173919915,False
jfgkiobl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgmddai-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfgmhfkl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfhijohl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2054838663269578,False
jfhmbkbm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2236409112883993,False
jfhnbign-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfhnkfde-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfhofacn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2077865021280106,True
jfhpcnam-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfiamkip-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfiddkmp-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.3919852518367294,False
jfieibao-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.146718109312483,True
jfigegmn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3836759354192804,True
jfiiibdn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.564914021140935,False
jfijdkpa-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2178438969302689,False
jfildkol-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1793340794224689,True
jfioobpa-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5473994470601707,False
jfippagj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3307200320537992,True
jfjblapd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5492900347313252,False
jfjfeobk-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfjfldjn-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfjgpahj-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5167440000330115,True
jfjhbgmi-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2442639730484768,True
jfjkmpbd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2537273056415018,True
jfjknncg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5733527735263941,False
jfjkocnj-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2481682848984669,False
jfkabbpd-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1653098207469789,False
jfkbknmc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfkcgcdc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfkckkmp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfkfpjfn-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.6050045657931451,False
jfkgccej-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.3121513596720517,False
jfkjcmhp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3285310907871159,False
jfkjmoae-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfkjphpg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.387151984855057,False
jfklacjf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfkmombi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfmekoee-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfmgbppm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfmgjkgn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2563539818481269,True
jfmgpaen-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.166605648179792,False
jfmklcmp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1863615921584937,True
jfmncbfe-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2384832625520878,False
jfmofpci-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfnafgjg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5673662926027137,False
jfokenaj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfokfejm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2357608766066352,False
jfokpocd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfomeofm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfooonio-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfpialim-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfpkcnlj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jfpnjhip-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgaakmda-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgabdodd-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2876260640636079,False
jgbeeeai-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.4014165495401404,False
jgbeibhh-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2196714332430816,False
jgbfnnba-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgbjajcl-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2197415956494798,False
jgcblfle-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2885512417815551,False
jgcdgmnd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1843712202498535,False
jgcjebci-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.4028047459450791,True
jgcjfbgk-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1985398771531513,True
jgcjnfjh-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4299425939477845,False
jgcjpnfb-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4472621173427885,False
jgckplfi-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1927239246225637,False
jgcljfof-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1848705638041535,False
jgcljfpe-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2273247597701423,False
jgclpldh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgcoaign-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.23480206393509,False
jgcodobf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.166017791534497,False
jgcpacnb-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgcpnljm-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2175436501696422,False
jgdbiafj-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.395187834192525,True
jgdccgmo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgddpeen-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.226842329915588,False
jgdemiam-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2335625323715394,True
jgdgfcod-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgdgpbao-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1846275284897619,True
jgdgpbmn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3332259581106228,True
jgdijkag-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgdkcioo-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5174056408026173,False
jgdkoflc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2281531680701443,True
jgdmeeaf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgdodofh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgdomhmb-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4786126727390268,False
jgdpeklp-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1829935453023483,True
jgdpjppg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2375684328532646,False
jgechlio-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2135196797268959,False
jgecmchg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2167455930592271,False
jgecmlfc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1784367762047397,True
jgeeojig-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3552678682839595,True
jgehmgka-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2254113365894927,False
jgeiiaob-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgeikfhn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1851176732020017,True
jgejkjib-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2251454894175342,True
jgekhdmb-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2066547782080376,True
jgeleojf-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2031484831312598,False
jgemlogk-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2384218896620722,False
jgengaje-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2442017755872859,False
jgepnkle-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1668673178946427,False
jgfaclhi-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2129585631511873,False
jgfcdgpc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2563249018956389,True
jgfdehaj-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.6017268393155526,False
jgfdghoe-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.263038578130134,False
jgfdkpof-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3066377437913658,True
jgffjebc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2860635442855767,False
jgfgheoc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgfhlfhe-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2499042346194766,False
jgfjimma-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3971477777000838,False
jgfjkcmm-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.3495714808661587,False
jgfkhjko-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2001183383265389,True
jgfooeai-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2193545414442899,True
jgfpdbkd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2233527732783289,False
jgfphmel-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jggandno-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2519090366416434,True
jggbeajj-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2246809210628786,False
jggbmbdp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jggcbnla-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2216118639911359,True
jggdcjfa-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1801011256251651,True
jggfclbl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2716890945335115,True
jggfgahl-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2219829253761907,False
jgghgicf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2705499783200596,True
jggkedgf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jggkpgnl-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1790525769182344,False
jggnfgei-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.219397599549118,False
jggnnoph-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1573092764418772,True
jghadpib-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.193342150144367,False
jghbfjhg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jghbpipm-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2106393371045897,False
jghdakbo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jghjlnna-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2092136177490819,False
jghkdfam-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1917250849231778,False
jghkgipi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jghkklnn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2298644388355611,True
jghkocko-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jghoneni-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jghonoea-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2159274347503191,False
jgicdjep-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3933585652450564,True
jgicjhin-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2685956297770899,True
jgidkmak-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
jgkdphjg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbcmmlka-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2439382528731606,True
mbcnnfee-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2227899258035388,False
mbcocgod-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.225868780512196,True
mbcoobkl-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2100188983568066,False
mbcpfhnd-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2414562944338223,False
mbdaeejk-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2169993154993583,False
mbdaoccj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbdbippn-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.582138847507544,True
mbdbkagj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2193943493984818,False
mbdbplhc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1718967358420102,False
mbdedmfh-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2271661988831775,False
mbdhljnc-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2148337526605584,False
mbdidphf-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2137315998736763,False
mbdiimem-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1875200153338727,True
mbdindlm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2164190984027696,False
mbdkcfpc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2916918606145973,True
mbdmajho-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5934334360188601,True
mbdmnmhf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbdoonaj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbdpkjkk-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbebkpdj-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1947635860965097,False
mbecknkf-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3581411831086494,True
mbedckpg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2121269448071534,False
mbeghipf-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4464584307374235,True
mbeifggo-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1572217406658318,True
mbejbjph-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.182196988779864,True
mbekflel-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbenbdeg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1920064601076985,False
mbenemnn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1900893157488497,True
mbenloae-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2105969414957335,True
mbeoniop-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2083890763804947,True
mbeoobco-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2165612550378146,False
mbepbdoa-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2054702801124943,True
mbfahedg-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.548653540958042,False
mbfbldfg-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2109525690794556,False
mbfcbiii-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2207593049752527,False
mbfchigp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.207414215950969,False
mbfckjol-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbfefgpf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbffkhhn-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbffopof-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbfgdpdc-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1874655025283183,False
mbfhfkbo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbfhjkob-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1489788668781455,True
mbflndak-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.677611430880142,False
mbfmahod-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbfpkcma-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.180479574907539,False
mbgbhhma-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbgbnllm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3091497490167702,True
mbgboclp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.5643519130255356,True
mbgdklmm-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1160354603668343,True
mbgfaicg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2156622977502926,False
mbghokim-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.5685701148342153,False
mbgkpajn-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.226556853237303,False
mbgmhcfp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.144612440446929,True
mbgnlbcm-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2472764369882557,True
mbgongaf-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1945321632087672,True
mbgpaddm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2206916766950721,False
mbgpmhcj-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3067612773073681,True
mbhfkkok-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbhlfbai-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5949728569025375,False
mbiclmbe-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1952410043811427,False
mbidolhe-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
mbiejoho-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2690459380866547,False
mbifmmlj-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2265451244135828,True
