,CD4+ T cells,CD8+ T cells,Macrophages,B cells,Endothelial,Epithelial,Fibroblasts,assigned_type,confidence,doublet_flag
canceaap-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4141106339171772,False
cancjijk-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7551192635943217,False
canefhld-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5393075165502461,False
cangpdah-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2240102842904148,False
canhiikc-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5844654634204511,True
canhkcbo-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3279957521561202,False
canimaec-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5847485665428258,False
canipglj-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3279306199619249,True
canjdaac-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.627558423097402,False
canmadhi-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3417452654162224,True
canndodc-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2888987199854707,False
cannglgh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4926412653779575,False
canokadm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3222766674709557,False
canokbdn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2152753970543577,True
caoaecji-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5333386676598558,False
caoapplf-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.495908562130636,False
caoceeib-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3420697747595431,False
caohifak-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5997468894489151,False
caoijnpa-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4141106339171772,False
caoliklf-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.5029038654469291,False
capaajem-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3604098387084105,False
capbingc-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3280282344407359,False
capboodh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3317401333009432,False
capdpgch-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3724317519780538,False
capedmfd-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2615933404669395,True
capiocbc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2086181535947608,True
capjlanf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
caplfgia-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
caplncdd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1672092267812853,True
capnlbnj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2089794217538511,True
capoljnd-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1991857897999731,True
capphoob-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1783225525047662,True
cbabjlfp-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.6191991224119755,False
cbacbhea-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.400983059149974,False
cbacflhl-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.6352069119673804,False
cbadkhli-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3129947629956119,False
cbaeldng-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3465978065399574,False
cbaghlgj-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7094052119273035,False
cbajenao-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.264785399582389,True
cbalfpko-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2012258305530455,True
cbamlgle-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1961249838366036,False
cbamnmjc-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2326833765400418,False
cbanhpfm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3034188048141225,True
cbanlppp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4179754494560074,True
cbaochno-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbaogbnp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1648839008669961,True
cbaoihbg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3925710328197233,True
cbapbcml-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.6281488065347854,True
cbapjian-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2491185812145601,True
cbbcdjil-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2084739444348634,True
cbbgonjm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbbhlnnb-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1453511985525801,True
cbbjjjln-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1986292449618915,True
cbbkcpfd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3365611606893948,True
cbbkdfjf-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1926094364364818,True
cbbkefai-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4007173031680222,False
cbbkfoeg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4957994530524315,False
cbbncmfo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbbnligg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2460583909433878,False
cbboijnc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbbokbjp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2261148265647689,True
cbbpakgn-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.589971307811664,True
cbbpnmim-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1418692908795699,True
cbcbggdn-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1507498317241025,False
cbcbgjpb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1946308287033684,True
cbccegbm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbcdgkom-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2499089187335791,True
cbceickc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbciocbo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2058708287022794,False
cbcjamof-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1585457676508537,True
cbclpnmp-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2334304032658977,True
cbdagime-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2397962280746497,False
cbdcffno-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3649132068549479,False
cbdcibga-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2636368006099177,False
cbdhmhkk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2209219502377368,False
cbdkaebg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2613657919196301,False
cbdkjdff-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2798276418578111,False
cbdljegg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2414005731929183,False
cbdmfjgb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3420328549536119,False
cbdncbgn-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbdokifn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1890195245361995,False
cbdpkmlf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1981522762199215,False
cbeaecaj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5411660859199574,True
cbeboilb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1886860991476883,True
cbecaagp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.245994351141584,True
cbedbkoh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbedceek-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4165854306010833,True
cbedojbh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3719262527632223,True
cbefbpmh-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2710763934139054,False
cbefdncf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbefpbfb-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbefppfd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbegnjjm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2123272459522179,False
cbehilao-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2790392420682956,True
cbeijobl-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4449238993204733,False
cbeiljin-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5901399279099213,False
cbeimfmp-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2040264710940305,True
cbejgnba-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2834031267127237,True
cbemdbkj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2379905277111952,False
cbengelf-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3385700791288342,True
cbeokcfd-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5629813318001761,True
cbfbkeam-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2323798591713619,True
cbfcogop-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2004956486573003,False
cbfcpide-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1994821970491585,True
cbfdcmha-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1843738376273967,True
cbfiihba-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2109107294303072,False
cbfjaijm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1998830994653225,False
cbflephh-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2776393938365247,True
cbflmnab-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3384034433932136,True
cbfmcanf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2065910141513419,False
cbfnddog-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2388795033832071,False
cbgaadlb-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4697403772068722,False
cbgbnlal-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3821010269758031,False
cbgceakh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2018026702963248,False
cbgdgjmh-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1884030904590697,True
cbgedfgo-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7507466174312813,False
cbgenoio-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3002543677969332,False
cbgfabjj-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4511917274891632,True
cbgicdff-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1922933158330892,True
cbgimbgd-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3841044182392568,False
cbgjckme-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2739309357385466,False
cbgjkadp-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.6814911524659752,False
cbgleoca-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.446424845632777,False
cbglihpb-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4774559374414133,True
cbgljgfa-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3089533610746943,True
cbgodcld-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7472542152623571,False
cbgoldmm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.294346528123914,True
cbgoohaj-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4545239222102418,False
cbhaahdn-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2711921880802365,False
cbhabgpf-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7002334392653127,False
cbhahfgi-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7233240257787668,False
cbhcceoe-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1953697605659588,True
cbhddbof-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1738570280084079,False
cbhemldl-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.317143806385157,False
cbhfnbcj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2371752723035718,False
cbhgajde-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2195541677285503,False
cbhgblbc-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2095855347672185,False
cbhiajnk-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.254977050028742,False
cbhlkapj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3631709744525473,True
cbhneomn-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.224663500567576,False
cbhnnoja-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5521168564981666,True
cbhoobli-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2589439977850521,True
cbhopajl-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4806387824521178,False
cbidglkl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2513493760828372,True
cbiflkge-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2487931237703521,True
cbigdkce-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3877650037177412,False
cbigmgeg-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1707363710438411,True
cbigodji-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.1841836012977858,False
cbiiahmd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1815308845554885,True
cbiikkgc-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2321520229816781,False
cbildngh-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2196569270682591,True
cbimodag-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2698761170900193,False
cbioapjh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbiobcol-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.5759194389847839,True
cbiocmdh-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2250448316891061,True
cbiompod-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2533506544748385,False
cbjebdmh-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2243603475740987,False
cbjehchj-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3221431770667203,True
cbjelekg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2072998364009565,False
cbjfcjhg-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.5458518198963906,False
cbjggebc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbjghlme-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2834735799849025,True
cbjgippd-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2778830733275692,True
cbjiabpn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2990748307032967,True
cbjjaaog-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3515599888780647,True
cbjmench-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2132442192106619,True
cbjolfdp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.5717599731428717,True
cbkadgdk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1668630206051674,True
cbkbceco-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3367581171419718,True
cbkbkmgf-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.3346961388821896,True
cbkboogo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4509396576466731,True
cbkdacbl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3174626739967111,True
cbkgckia-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2002036828208795,True
cbkgjgnh-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1842853757928513,True
cbkioakp-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.262112183969058,True
cbkjolnj-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5123078498702694,True
cbkobnmo-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3306962457272435,False
cbkolach-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5098643040114584,False
cbkpbfmg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbldaaen-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbldenjo-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.619182289594127,True
cbldjghi-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5883289558622182,False
cblelgff-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3261512314301545,True
cblenebd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3503937009696428,True
cblgmfed-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2471498200673111,True
cblkgjpg-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2756795631115457,True
cblknblo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbllbloa-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cblmiddd-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5966831598842817,False
cblmpdik-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5149389475453274,True
cblpenmk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1901261470773228,True
cbmbbiin-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4444878853511843,False
cbmbcadh-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.410037657430378,True
cbmbjjko-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3329811930702168,True
cbmdbkln-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3891443345490236,True
cbmeaech-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4293815420815733,False
cbmeaeok-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4239454910643107,False
cbmejcig-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.24771296464872,False
cbmelnic-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.233768804058578,True
cbmeppek-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5089713640716685,True
cbmfbbgp-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.3129191895798953,True
cbmikpkl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1894391407898324,True
cbmjkdlm-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.363407299570504,False
cbmkdnij-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1935764008795101,True
cbmlidio-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1307825051312379,True
cbmlignb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3772774074335692,True
cbmnikjk-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.296531641979775,False
cbmnmnmm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2516425594092726,True
cbmofhkc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2063593253687108,True
cbnabenh-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1569518576502475,True
cbnedihg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2780902623149124,True
cbnjkiad-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5686504597547545,False
cbnjpbpl-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5560963155151619,False
cbnmlaba-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3301362734873356,True
cbnoijgb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3110532774748941,True
cbnpipci-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cboagmll-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbociilp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1811165005729838,True
cbodhkoh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3793217454547929,True
cboienec-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbomhbdb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2253349934278232,True
cbompack-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4740557209980007,False
cbonipoh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.188701731129571,True
cbooalfg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3818833939277442,True
cbopchaj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1992487870353825,False
cbpdfana-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.236422139231898,False
cbpdoein-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5498652391275314,True
cbpfbgkd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1756193253729956,False
cbpfhnce-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2472468548323647,False
cbpkklcd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbpliibe-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2921700650737245,True
cbpllokd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
cbpnfbll-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3998019699447785,False
cbpnnegd-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1983161034985974,False
ccabegdk-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2782899122742914,True
ccabkmep-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4073777218977339,True
ccaccinn-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1998823699758797,True
ccageglk-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2487138514509567,True
ccaieffg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2181072529991728,True
ccamhejb-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1591889548523493,False
ccandnoh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2497501751666119,False
ccaneoda-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4805651953867047,True
ccbcmhhd-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4413092806772218,False
ccbcoebc-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.5830912838117311,True
ccbfdhjj-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.265431897858574,False
ccbfgcfk-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2881257118895272,True
ccbgdhdm-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2996626601262978,True
ccbkpeed-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5297821217367069,True
ccbmabnn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.5919937161499021,True
ccbnokdo-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.6254341694857448,True
ccbpaobd-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.6887491568205528,False
cccackaj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1927106851694252,False
ccccmkbc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2468475859472519,False
cccdfecp-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.6747379915233847,False
cccdmbih-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3536286420048568,True
